timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status,ms
2018-04-12 11:00:00,2.453588,52.56076,53.125,47.526039123535206,644.7916,72.79867,13.317420000000002,16.6088,15.22714,15.0897,39.27161,49.65557,34.75143,7.725647,408.1154,,451.231,514.0276,3.13694,646.0849,387.4211,856.1155,461.4232,951.0685,609.7456,650.8051,747.8429,526.4954,1146.198,785.1899,682.8704,1008.333,712.5528,532.8987,263.2719,408.2048,302.1504,131.4044,59.63541,39.32291,61.45833,40.10416,40.104164123535206,45.3125,57.58102,59.89583,43.98148,43.11343,185.4745,58.15971999999999,222.8009,226.2731,NORMAL,False
2018-04-12 11:01:00,2.453588,52.56076,53.125,47.526039123535206,644.7916,72.79867,13.317420000000002,16.6088,15.22714,15.0897,39.27161,49.65557,34.75143,7.725647,408.1154,,451.231,514.0276,3.13694,646.0849,387.4211,856.1155,461.4232,951.0685,609.7456,650.8051,747.8429,526.4954,1146.198,785.1899,682.8704,1008.333,712.5528,532.8987,263.2719,408.2048,302.1504,131.4044,59.63541,39.32291,61.45833,40.10416,40.104164123535206,45.3125,57.58102,59.89583,43.98148,43.11343,185.4745,58.15971999999999,222.8009,226.2731,NORMAL,False
2018-04-12 11:02:00,2.456539,52.69096999999999,52.99479,47.526039123535206,638.8889,72.42373,13.41146,16.70284,15.41522,15.11863,38.77175,48.70824,34.89139,7.305171,408.2806,,448.2974,516.7798,3.183017,648.7357,387.9089,856.9043,460.9191,950.1227,608.381,660.9854,745.7158,519.5055,1132.769,763.2814,692.1296,999.4791,698.7761,529.9163,264.5925,390.4863,295.2825,129.3333,60.15625,38.80208,60.9375,40.88541,40.10416,44.79166,59.02778000000001,61.05324,43.69213,43.4027786254883,196.7593,58.15971999999999,224.2477,224.2477,NORMAL,False
2018-04-12 11:03:00,2.45162,52.69096999999999,53.03819,47.52604,643.8657,73.12823,13.43316,16.70284,15.5816,15.010129999999998,38.148790000000005,47.59255,35.03349,7.169589,407.1832,,446.7201,499.5371,2.967446,644.4771,386.3651,856.1351,457.922,947.4708,605.3421,643.8201,747.0532,529.88,1142.28,763.7112,682.8704,997.9166,693.4449,556.1611,262.8473,411.6892,299.8928,146.6448,59.89583,38.28125,60.41666,40.88541,39.58333,44.791664123535206,59.606480000000005,62.5,43.6921310424805,43.69213,208.044,58.44906999999999,225.4051,223.3796,NORMAL,False
2018-04-12 11:04:00,2.456539,52.69096999999999,53.125,47.48264,634.1435,72.68229000000001,13.34635,16.6522,15.41522,15.16204,40.27947,46.90133,35.37831,7.484119000000001,412.2723,,453.1508,508.8072,3.073439,648.7307,387.0424,859.83,462.5568,955.6255,613.049,651.7654,754.6407,562.8672,1146.604,804.5003,681.4814,955.2083,761.0805,552.7559,253.2288,397.9649,307.9503,127.0682,59.11458,38.28125,60.15625,40.625,39.58333,44.791664123535206,61.34259,64.81481,43.6921310424805,44.56018,218.1713,59.02778000000001,224.537,222.5116,NORMAL,False
2018-04-12 11:05:00,2.448669,52.60416,53.125,47.482635498046896,641.8981,72.32585999999999,13.447629999999998,16.6522,15.45139,15.0897,38.87834,46.55622,35.0242,7.357899000000001,412.2723,,453.1508,508.8072,3.073439,648.7307,387.0424,859.83,462.5568,955.6255,613.049,651.7654,754.6407,562.8672,1146.604,804.5003,681.4814,955.2083,761.0805,552.7559,253.2288,397.9649,307.9503,127.0682,57.8125,38.02083,60.15625,40.10416,39.32291,44.791664123535206,61.9213,66.84028,43.6921310424805,44.849540000000005,222.5116,59.02778000000001,223.3796,221.6435,NORMAL,False
2018-04-12 11:06:00,2.460474,52.51736,52.99479,47.482635498046896,640.0463,74.27251,13.32465,16.6522,15.54543,15.0897,38.46202,46.317890000000006,34.93334,7.327828,407.635,,451.4525,515.1,3.115908,644.3909,385.686,859.5447,462.2086,953.652,611.6779,650.9197,750.716,514.6284,1141.0410000000002,771.1215,687.5,969.2708,705.6764,549.7629,259.7348,399.5013,304.6685,153.4101,57.03125,38.28125,61.71875,39.32291,39.32291,44.791664123535206,61.9213,68.28703,43.6921310424805,44.849536895752,218.4606,59.606480000000005,221.6435,220.4861,NORMAL,False
2018-04-12 11:07:00,2.445718,52.56076,53.03819,47.482635498046896,650.2315,72.63309,13.41146,16.6522,15.26331,15.05353,38.92606,46.11297,35.52942,7.557730999999999,407.8784,,451.3522,515.9352,3.163075,646.9433,386.8787,851.1059,461.1156,951.6308,612.1888,645.9927,745.1816,516.4513,1133.524,778.0304,656.9445,955.7291,745.9173,549.092,257.7939,402.1054,296.2273,127.4521,55.98958,39.0625,63.54166,39.0625,39.58333,44.79166,62.21065,69.15509,43.69213,44.849540000000005,215.5671,59.317130000000006,219.0394,220.4861,NORMAL,False
2018-04-12 11:08:00,2.460474,52.60416,53.125,47.482635498046896,643.5185,74.02795,13.34635,16.75347,15.41522,15.11863,39.12662,46.05883,35.28839,7.778538,408.876,,449.0928,496.6017,2.9029700000000003,645.5411,385.5224,853.9575,461.5928,949.8437,608.5714,647.22,747.4853,542.4982,1123.66,767.8952,719.4445,989.0624,707.3251,551.8587,258.8554,392.9135,291.8286,135.3605,54.94791,39.32291,64.84375,39.0625,40.10416,45.3125,61.34259,69.15509,43.40278,44.56018,214.4097,59.02778000000001,219.0394,220.1968,NORMAL,False
2018-04-12 11:09:00,2.449653,52.60416,53.03819,47.482635498046896,642.4769,71.65271,13.30295,16.6522,15.22714,15.11863,39.01284,46.61397,36.17244,7.441286,407.8799,,449.3968,499.9063,2.966998,647.063,388.6205,854.5256,461.5983,950.2433,609.0345,649.5914,747.6399,530.6327,1122.069,788.587,673.1481,960.4166,770.0496,561.8459,261.5765,401.7107,303.7823,133.1257,54.6875,39.0625,65.625,39.0625,40.104164123535206,45.3125,59.606480000000005,68.28703,43.4027786254883,44.560184478759794,214.1204,59.606480000000005,219.9074,219.9074,NORMAL,False
